UUID,Subject,Class,Teacher
4268247c-4157-454f-bef5-f5f8dae6fb60,527b7d9e-e276-4166-8407-d1aa633a990e,45b78958-78e7-4a7a-8402-043f9c377000,4ade2587-009a-443f-8f8a-11c766e4f948
c33b3ad0-97f5-4c17-b99c-599d574718e8,530bbcdd-4e9f-439e-b077-af9680d3a084,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,4ade2587-009a-443f-8f8a-11c766e4f948
50de9b8c-ebe7-470e-a813-cacd546272e3,4b8228ad-6a99-41df-9997-68e52156d8b7,d294b058-e77b-4ea7-81e6-30792b05d129,4ade2587-009a-443f-8f8a-11c766e4f948
cf0f3bba-5566-4856-8c91-ebb07ee59a5c,527b7d9e-e276-4166-8407-d1aa633a990e,7ff14c03-dede-4880-925b-731f5cae488f,4ade2587-009a-443f-8f8a-11c766e4f948
771f5c2d-db21-40b8-9fc0-7a1c23608bfc,4b8228ad-6a99-41df-9997-68e52156d8b7,c2824efa-6427-4e9c-a7ed-587434ed3088,4ade2587-009a-443f-8f8a-11c766e4f948
df23227b-d5a3-4f0a-ac7f-942482274561,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,62e24808-2e7e-4e00-8afc-1d5890eead2d
44837b29-7bfd-46a4-8ef2-8ba0045c518b,8ae6af9e-40fd-4339-882f-79f5316c2a62,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,62e24808-2e7e-4e00-8afc-1d5890eead2d
fc8e7742-a7bc-452a-996e-91f676bf89e6,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,62e24808-2e7e-4e00-8afc-1d5890eead2d
27f92d1a-aa5d-4671-9b4f-98c1ea492a08,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,7ff14c03-dede-4880-925b-731f5cae488f,62e24808-2e7e-4e00-8afc-1d5890eead2d
bf69832c-b602-426a-a33f-6d68c39dbb30,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,7ff14c03-dede-4880-925b-731f5cae488f,62e24808-2e7e-4e00-8afc-1d5890eead2d
7c8edf1a-fc7b-4450-8121-91768ecc95b9,fdf118fa-13d9-49ae-bfca-75c6fd3265c3,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,2a610a25-d341-47d7-8e0a-11679a9911ec
f3b68c15-3c5d-4ac2-ab21-ec9a61aed45f,5e72a225-dd32-4762-ab48-cd9a36e3f108,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,2a610a25-d341-47d7-8e0a-11679a9911ec
14efa327-7cb4-47ca-9007-e117f27625b5,5e72a225-dd32-4762-ab48-cd9a36e3f108,10d0f373-bf47-4a27-b17a-133782eca72e,2a610a25-d341-47d7-8e0a-11679a9911ec
072bff45-0b69-4ba6-8648-d7b80a5b0f88,fdf118fa-13d9-49ae-bfca-75c6fd3265c3,a0e26b12-f254-489b-8e47-3c339bcf06f2,2a610a25-d341-47d7-8e0a-11679a9911ec
e03f64a5-f51b-4a09-987f-8a861ec4ae7d,fdf118fa-13d9-49ae-bfca-75c6fd3265c3,c2824efa-6427-4e9c-a7ed-587434ed3088,2a610a25-d341-47d7-8e0a-11679a9911ec
ee481091-eb39-4f33-b196-4a8f99fb9173,52d359b7-06ed-438c-8792-ac7322137933,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,2a610a25-d341-47d7-8e0a-11679a9911ec
a128b9b5-ca79-406c-8aed-9c1659436a93,5e72a225-dd32-4762-ab48-cd9a36e3f108,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,2a610a25-d341-47d7-8e0a-11679a9911ec
cf1b1242-d809-4de0-94d4-e641f3f58042,d45914a1-8be7-42f9-a534-d86cc3c5b6f4,d294b058-e77b-4ea7-81e6-30792b05d129,28694d65-6967-419d-809a-b20b1b90632a
5f25ff87-9154-46a2-91a5-4922f8a1f7bd,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,1e710cb1-94c5-4c0a-aa31-5817d889202e,28694d65-6967-419d-809a-b20b1b90632a
7efa8b1d-c4d0-4912-b643-a358ff26cb54,35fc87a1-460b-477c-b569-dd3c45db5e93,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,28694d65-6967-419d-809a-b20b1b90632a
fded45c8-7c43-4225-ab23-9824de2a4952,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,624c058f-e644-4713-881a-97db91847414,28694d65-6967-419d-809a-b20b1b90632a
781e5c23-97d4-4b39-b29b-4e9188331654,d3628d23-7027-479a-8fdf-3c43b7c77325,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,b16a1faa-39e6-45d7-b90d-dd0d58be3347
52a451ae-4fdd-4feb-95e6-6776d8ff2e61,d3628d23-7027-479a-8fdf-3c43b7c77325,d294b058-e77b-4ea7-81e6-30792b05d129,b16a1faa-39e6-45d7-b90d-dd0d58be3347
dd8bfeed-e525-4f70-9a05-5836c82aae11,d3628d23-7027-479a-8fdf-3c43b7c77325,c2824efa-6427-4e9c-a7ed-587434ed3088,b16a1faa-39e6-45d7-b90d-dd0d58be3347
8d229614-f28c-41f6-8d7e-e0a6e64620e1,b52042d8-b2d1-4a93-87f0-0584e2655fa8,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,b16a1faa-39e6-45d7-b90d-dd0d58be3347
c9d3a083-c618-43ae-a302-9ef36dc3bae5,47b29aee-482c-43e6-a186-762cc99a5319,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,3a5c6c9a-d8a4-489a-a1e1-da38f83424a8
f8bd91d7-388b-432c-a532-c4e38f8a43a2,9fe53550-dee4-4a7d-af46-bdec397c6732,c2824efa-6427-4e9c-a7ed-587434ed3088,3a5c6c9a-d8a4-489a-a1e1-da38f83424a8
c54abbe9-1f0e-4c4a-a0cb-4ff2a6c3223b,9fe53550-dee4-4a7d-af46-bdec397c6732,3e39ae18-c272-44e5-b312-dae852a908b1,3a5c6c9a-d8a4-489a-a1e1-da38f83424a8
17d47452-386e-41dc-ae13-3589e0f8d386,9fe53550-dee4-4a7d-af46-bdec397c6732,6e6a7af0-f45c-4596-ab04-9565715c7b99,3a5c6c9a-d8a4-489a-a1e1-da38f83424a8
38be1900-50bd-45e5-b03b-d3b55c35094e,4fb18f2d-d041-4ad2-9176-e49708e7fdcc,c2824efa-6427-4e9c-a7ed-587434ed3088,09757aea-5fc0-4112-80ab-8662d47d6e8d
e2cfc9b5-d62f-488b-9045-7f6ee00396ec,ca215961-96ea-4a74-b8a6-430e164f556d,3d386197-f64c-4224-b49b-6b86f8e60790,09757aea-5fc0-4112-80ab-8662d47d6e8d
f3453f6a-7b0c-4c46-b2b6-2739956a9b4d,b4e0c099-8f57-4178-8505-3b779baec4ce,45b78958-78e7-4a7a-8402-043f9c377000,09757aea-5fc0-4112-80ab-8662d47d6e8d
039eaffb-4c93-4fcb-b37a-56c7b0c7582d,b4e0c099-8f57-4178-8505-3b779baec4ce,d93b29ea-ddc1-4a66-96af-24adbfdb647f,09757aea-5fc0-4112-80ab-8662d47d6e8d
3ab95a82-66f8-4fbd-88df-2426e6573cc5,b4e0c099-8f57-4178-8505-3b779baec4ce,45b78958-78e7-4a7a-8402-043f9c377000,09757aea-5fc0-4112-80ab-8662d47d6e8d
bb6fb3fd-efb9-4c26-a4eb-0f6c1353605f,ca215961-96ea-4a74-b8a6-430e164f556d,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,09757aea-5fc0-4112-80ab-8662d47d6e8d
2bc608e9-3efb-46be-b4fc-634617d68f8b,4fb18f2d-d041-4ad2-9176-e49708e7fdcc,c2824efa-6427-4e9c-a7ed-587434ed3088,09757aea-5fc0-4112-80ab-8662d47d6e8d
7c0e6f1f-f1d9-430d-b86e-604b5394517e,4fb18f2d-d041-4ad2-9176-e49708e7fdcc,c2824efa-6427-4e9c-a7ed-587434ed3088,09757aea-5fc0-4112-80ab-8662d47d6e8d
2a297a7c-cb14-4675-acc5-aeb0a94d2ab2,681b4ed5-2911-4357-8557-6e6520653e05,6e6a7af0-f45c-4596-ab04-9565715c7b99,ffb93f2f-b391-43fe-a40e-233427d18266
236f9b62-7138-493e-b11b-3998d660a07b,681b4ed5-2911-4357-8557-6e6520653e05,3e39ae18-c272-44e5-b312-dae852a908b1,ffb93f2f-b391-43fe-a40e-233427d18266
50cdfbc5-a7b7-4015-a143-32ced4e6ef20,681b4ed5-2911-4357-8557-6e6520653e05,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,ffb93f2f-b391-43fe-a40e-233427d18266
52bb60ef-a2da-450b-bf64-a6640eabf98e,681b4ed5-2911-4357-8557-6e6520653e05,a0e26b12-f254-489b-8e47-3c339bcf06f2,ffb93f2f-b391-43fe-a40e-233427d18266
7354df03-b1cc-47f4-a5f2-ec9f3e7b7150,054884bc-8f96-4793-b40c-72927afda7b4,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,856a8455-f12b-4b90-800d-3a3f52dbd4bc
1a4e5cf2-40f9-401c-b95e-22b5ef48e293,054884bc-8f96-4793-b40c-72927afda7b4,4d99090b-24d4-4473-82c4-c25252816a84,856a8455-f12b-4b90-800d-3a3f52dbd4bc
900ae73e-07bf-4dd8-9032-eacc03caf904,054884bc-8f96-4793-b40c-72927afda7b4,4d99090b-24d4-4473-82c4-c25252816a84,856a8455-f12b-4b90-800d-3a3f52dbd4bc
79346758-1a2d-44c1-9b92-1d119ad0ca54,054884bc-8f96-4793-b40c-72927afda7b4,3d386197-f64c-4224-b49b-6b86f8e60790,856a8455-f12b-4b90-800d-3a3f52dbd4bc
5dc893c1-9a48-4ada-a60d-184c58991c63,ad1824cf-0637-490a-8586-d77b0163cce7,62de9512-3f26-43e2-96bb-73d53aa15e46,0f304a8c-8735-4c9b-9ad4-11c9e99955f8
726f843e-b375-4a3c-bdca-0e1abab8fe4b,ad1824cf-0637-490a-8586-d77b0163cce7,45b78958-78e7-4a7a-8402-043f9c377000,0f304a8c-8735-4c9b-9ad4-11c9e99955f8
43a5b4b3-f83e-443c-8c77-6a0c5353062f,9fe53550-dee4-4a7d-af46-bdec397c6732,d294b058-e77b-4ea7-81e6-30792b05d129,0f304a8c-8735-4c9b-9ad4-11c9e99955f8
0b987ef2-cb6a-4853-b5cd-f8f7093ba70c,9fe53550-dee4-4a7d-af46-bdec397c6732,6e6a7af0-f45c-4596-ab04-9565715c7b99,0f304a8c-8735-4c9b-9ad4-11c9e99955f8
8183e912-8aaa-4bc2-a112-466351ebf6c2,52d359b7-06ed-438c-8792-ac7322137933,62de9512-3f26-43e2-96bb-73d53aa15e46,88780d18-c781-4be8-957a-33ae3a40481e
a7ce9cb6-576a-459d-b2fb-bce04b33de1e,5e72a225-dd32-4762-ab48-cd9a36e3f108,4d99090b-24d4-4473-82c4-c25252816a84,88780d18-c781-4be8-957a-33ae3a40481e
057db331-bf75-4e60-b6f4-1a1698159940,52d359b7-06ed-438c-8792-ac7322137933,7ff14c03-dede-4880-925b-731f5cae488f,88780d18-c781-4be8-957a-33ae3a40481e
d42efc30-e943-4af6-b378-a5aee2048a44,fdf118fa-13d9-49ae-bfca-75c6fd3265c3,a0e26b12-f254-489b-8e47-3c339bcf06f2,88780d18-c781-4be8-957a-33ae3a40481e
a4f2643c-41cd-4d89-a02d-2f54f7c14a85,5e72a225-dd32-4762-ab48-cd9a36e3f108,3d386197-f64c-4224-b49b-6b86f8e60790,88780d18-c781-4be8-957a-33ae3a40481e
99a803b3-b8cd-4b5c-855b-c840ce2acac9,52d359b7-06ed-438c-8792-ac7322137933,7ff14c03-dede-4880-925b-731f5cae488f,88780d18-c781-4be8-957a-33ae3a40481e
61946961-cdc8-44ba-bd10-550192a8b838,5e72a225-dd32-4762-ab48-cd9a36e3f108,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,88780d18-c781-4be8-957a-33ae3a40481e
3cbc7fa1-7fe5-4418-b716-4707deb208fe,b52042d8-b2d1-4a93-87f0-0584e2655fa8,45b78958-78e7-4a7a-8402-043f9c377000,35453ef6-8557-48d7-af03-d4fe78d406d8
642b292a-7ded-4bf0-a848-a6830e5e28d3,b52042d8-b2d1-4a93-87f0-0584e2655fa8,d93b29ea-ddc1-4a66-96af-24adbfdb647f,35453ef6-8557-48d7-af03-d4fe78d406d8
62e7d2ed-1981-4f69-ac1a-30c9b573cf18,b52042d8-b2d1-4a93-87f0-0584e2655fa8,624c058f-e644-4713-881a-97db91847414,35453ef6-8557-48d7-af03-d4fe78d406d8
adb519f2-4bc1-418e-8fcf-443567a0851e,b52042d8-b2d1-4a93-87f0-0584e2655fa8,624c058f-e644-4713-881a-97db91847414,35453ef6-8557-48d7-af03-d4fe78d406d8
447f07b9-2720-476a-94aa-52f564cb8ff9,69b42b52-2b61-4198-83ae-5bde563bbe8f,a0e26b12-f254-489b-8e47-3c339bcf06f2,e95fcbee-9ba0-4ee3-8ae4-2e012338bc48
bf8f9595-2226-4234-9d4d-06060c6da912,c046ff62-7965-45da-819c-f0afe0d94fd2,10d0f373-bf47-4a27-b17a-133782eca72e,e95fcbee-9ba0-4ee3-8ae4-2e012338bc48
b3647bb8-d248-4563-af0c-b26abf3eed02,767cad33-7f66-47ed-b988-2a5b4a6d215c,1e710cb1-94c5-4c0a-aa31-5817d889202e,e95fcbee-9ba0-4ee3-8ae4-2e012338bc48
25a241cd-a0f3-4b77-a9f7-833260f2c5ab,767cad33-7f66-47ed-b988-2a5b4a6d215c,1e710cb1-94c5-4c0a-aa31-5817d889202e,e95fcbee-9ba0-4ee3-8ae4-2e012338bc48
92350dcd-059f-4d5d-8b4d-6e2647c59837,054884bc-8f96-4793-b40c-72927afda7b4,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,1917d7b9-7692-4355-bc5d-b138a0b3c29d
84356ec8-0bfb-4561-aafb-bdff5b548fc4,054884bc-8f96-4793-b40c-72927afda7b4,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,1917d7b9-7692-4355-bc5d-b138a0b3c29d
cb12ef5d-de70-441f-aef4-89d995b88454,054884bc-8f96-4793-b40c-72927afda7b4,10d0f373-bf47-4a27-b17a-133782eca72e,1917d7b9-7692-4355-bc5d-b138a0b3c29d
5350a4f9-ad89-47cf-9014-b2e7090c68dc,9aea8a04-0e91-46bd-8bd6-af084694ccd8,1e710cb1-94c5-4c0a-aa31-5817d889202e,1917d7b9-7692-4355-bc5d-b138a0b3c29d
61b10f6b-154f-425a-b82e-3474079f7a0c,ca215961-96ea-4a74-b8a6-430e164f556d,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,216a6cd5-074e-43e8-b941-0aba9ee811d7
3cdbec67-01f9-4e48-ac52-0f9f252e17bb,b4e0c099-8f57-4178-8505-3b779baec4ce,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,216a6cd5-074e-43e8-b941-0aba9ee811d7
dbfbbe4d-ba1d-43ad-8b79-41383089d7c0,b4e0c099-8f57-4178-8505-3b779baec4ce,624c058f-e644-4713-881a-97db91847414,216a6cd5-074e-43e8-b941-0aba9ee811d7
d306092d-d36c-4ac0-88d9-11978d677a0a,4fb18f2d-d041-4ad2-9176-e49708e7fdcc,d294b058-e77b-4ea7-81e6-30792b05d129,216a6cd5-074e-43e8-b941-0aba9ee811d7
f738be8a-5b78-4120-97fd-d5d543c5eeca,4fb18f2d-d041-4ad2-9176-e49708e7fdcc,d294b058-e77b-4ea7-81e6-30792b05d129,216a6cd5-074e-43e8-b941-0aba9ee811d7
1e29a55d-6468-4f8d-be3f-9b4f75c1d7cc,ca215961-96ea-4a74-b8a6-430e164f556d,3d386197-f64c-4224-b49b-6b86f8e60790,216a6cd5-074e-43e8-b941-0aba9ee811d7
32ea6cac-1d6f-414a-babd-4a83cae73d24,35fc87a1-460b-477c-b569-dd3c45db5e93,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,1a6eaace-cb50-436d-96d5-6a3ba2407c15
891259e2-4c68-47f6-bea1-341f34e71d09,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,624c058f-e644-4713-881a-97db91847414,1a6eaace-cb50-436d-96d5-6a3ba2407c15
08e5a15e-78f2-46fa-ab09-b5557da1af29,d45914a1-8be7-42f9-a534-d86cc3c5b6f4,1db1edc4-a44d-491d-8df1-f75c40a983c2,1a6eaace-cb50-436d-96d5-6a3ba2407c15
6773872c-7043-47cb-bc8c-4ce4adab19fb,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,45b78958-78e7-4a7a-8402-043f9c377000,1a6eaace-cb50-436d-96d5-6a3ba2407c15
aa39e56b-fa11-4280-ba01-2fde1c8630ba,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,624c058f-e644-4713-881a-97db91847414,1a6eaace-cb50-436d-96d5-6a3ba2407c15
2e4c49a3-6ef2-47c2-831c-c76faedda91d,527b7d9e-e276-4166-8407-d1aa633a990e,62de9512-3f26-43e2-96bb-73d53aa15e46,77141012-0301-4fdb-b89e-a4c21cc8019b
1f08f28f-ca69-4bdd-8054-6e4cb444559a,527b7d9e-e276-4166-8407-d1aa633a990e,d93b29ea-ddc1-4a66-96af-24adbfdb647f,77141012-0301-4fdb-b89e-a4c21cc8019b
82a918b6-28dd-4c82-a25e-7750e5d5b00f,4b8228ad-6a99-41df-9997-68e52156d8b7,c2824efa-6427-4e9c-a7ed-587434ed3088,77141012-0301-4fdb-b89e-a4c21cc8019b
17987e09-2fe4-44bd-8b45-d85084e64e3f,530bbcdd-4e9f-439e-b077-af9680d3a084,3d386197-f64c-4224-b49b-6b86f8e60790,77141012-0301-4fdb-b89e-a4c21cc8019b
f6da686f-578e-4833-a405-e12de81c9449,4b8228ad-6a99-41df-9997-68e52156d8b7,6e6a7af0-f45c-4596-ab04-9565715c7b99,77141012-0301-4fdb-b89e-a4c21cc8019b
cdd7c8e2-a5df-4677-a5fe-b49483a941b8,530bbcdd-4e9f-439e-b077-af9680d3a084,10d0f373-bf47-4a27-b17a-133782eca72e,77141012-0301-4fdb-b89e-a4c21cc8019b
45c61167-a5c4-45b4-9eec-19c7cdc404d0,527b7d9e-e276-4166-8407-d1aa633a990e,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,77141012-0301-4fdb-b89e-a4c21cc8019b
66972dec-3a72-4fd5-9001-1f9bdcc871b2,8ae6af9e-40fd-4339-882f-79f5316c2a62,3e39ae18-c272-44e5-b312-dae852a908b1,2e96c3af-bb76-41fa-958e-cb9778ea9e66
4b44f94e-61f6-4b9a-ac42-1bec3175e754,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,62de9512-3f26-43e2-96bb-73d53aa15e46,2e96c3af-bb76-41fa-958e-cb9778ea9e66
3f3053fe-b65e-4a7c-b272-fe74b9f0d00d,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,2e96c3af-bb76-41fa-958e-cb9778ea9e66
d6532f87-b736-4267-be1d-2cd420d5d21f,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,1e710cb1-94c5-4c0a-aa31-5817d889202e,2e96c3af-bb76-41fa-958e-cb9778ea9e66
01bbb2d7-2458-40b7-906f-ab1f0ccaa4bb,cec825e1-42c9-48eb-8d13-9f6509fcb3ad,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,2e96c3af-bb76-41fa-958e-cb9778ea9e66
6356fb2b-b48b-498b-8870-6bf8bd264a64,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,62de9512-3f26-43e2-96bb-73d53aa15e46,2e96c3af-bb76-41fa-958e-cb9778ea9e66
88104926-e2bf-4797-a2d7-775b3ea4e556,8ae6af9e-40fd-4339-882f-79f5316c2a62,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,2e96c3af-bb76-41fa-958e-cb9778ea9e66
4b8cfb24-127c-4ce9-81d5-44a80efef41a,8ae6af9e-40fd-4339-882f-79f5316c2a62,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,2e96c3af-bb76-41fa-958e-cb9778ea9e66
35a9a2d2-3176-420c-967b-e39f1c23eb2a,b4e0c099-8f57-4178-8505-3b779baec4ce,d93b29ea-ddc1-4a66-96af-24adbfdb647f,1f76e158-974c-4e0c-a40c-77665ce4754c
5a698016-0ee3-4688-b369-e096ee54ada9,ca215961-96ea-4a74-b8a6-430e164f556d,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,1f76e158-974c-4e0c-a40c-77665ce4754c
1c38d14e-1a6b-4992-a84a-7e773209fbd8,4fb18f2d-d041-4ad2-9176-e49708e7fdcc,d294b058-e77b-4ea7-81e6-30792b05d129,1f76e158-974c-4e0c-a40c-77665ce4754c
af380b5b-644e-4cd1-8099-6c590baa86b0,ca215961-96ea-4a74-b8a6-430e164f556d,4d99090b-24d4-4473-82c4-c25252816a84,1f76e158-974c-4e0c-a40c-77665ce4754c
036cb18a-faa2-43ce-9c4c-892a11bc6db1,ca215961-96ea-4a74-b8a6-430e164f556d,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,1f76e158-974c-4e0c-a40c-77665ce4754c
c20adc0f-58c7-4ab1-b5fa-ff6f754d16c3,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,1e710cb1-94c5-4c0a-aa31-5817d889202e,6d917a7e-0872-4cc3-9f6b-22b78c60a731
0f63f508-3b82-4d2d-8a1b-447dc1e53c19,cec825e1-42c9-48eb-8d13-9f6509fcb3ad,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,6d917a7e-0872-4cc3-9f6b-22b78c60a731
96de5f41-3dc6-4994-8475-e64de2357fc3,8ae6af9e-40fd-4339-882f-79f5316c2a62,d294b058-e77b-4ea7-81e6-30792b05d129,6d917a7e-0872-4cc3-9f6b-22b78c60a731
21fae301-71a9-40c9-83ec-edb748f9660f,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,7ff14c03-dede-4880-925b-731f5cae488f,6d917a7e-0872-4cc3-9f6b-22b78c60a731
23a4e0d1-00cd-4afe-b4c1-6acbab2d3ea1,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,62de9512-3f26-43e2-96bb-73d53aa15e46,6d917a7e-0872-4cc3-9f6b-22b78c60a731
31181469-cc06-4280-9b3a-240629804003,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,d93b29ea-ddc1-4a66-96af-24adbfdb647f,6d917a7e-0872-4cc3-9f6b-22b78c60a731
b68866ae-4c98-4428-8407-14ea927ff673,8ae6af9e-40fd-4339-882f-79f5316c2a62,6e6a7af0-f45c-4596-ab04-9565715c7b99,6d917a7e-0872-4cc3-9f6b-22b78c60a731
179987e5-bd2f-4370-9563-13463b64bf06,4ce9da6d-83f0-4c85-9a18-ac8e45fc186b,7ff14c03-dede-4880-925b-731f5cae488f,6d917a7e-0872-4cc3-9f6b-22b78c60a731
36f42bb1-2066-4e82-8294-fecdb23b852d,9aea8a04-0e91-46bd-8bd6-af084694ccd8,d93b29ea-ddc1-4a66-96af-24adbfdb647f,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
4e52e3f1-9f05-4a73-b331-3ad820bd23f3,054884bc-8f96-4793-b40c-72927afda7b4,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
a60689bd-db51-49be-b86e-17a7f4f4fe84,9aea8a04-0e91-46bd-8bd6-af084694ccd8,62de9512-3f26-43e2-96bb-73d53aa15e46,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
b785ff35-33ac-416a-8664-26f44ac6c4ee,a3e606c5-1b9d-4cdc-9fec-f239e4644ea0,3e39ae18-c272-44e5-b312-dae852a908b1,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
a48835bb-dd0e-4464-b76d-916dee1f78c4,054884bc-8f96-4793-b40c-72927afda7b4,4d99090b-24d4-4473-82c4-c25252816a84,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
fd64d2aa-c566-4336-af55-4ae78c49145f,054884bc-8f96-4793-b40c-72927afda7b4,4d99090b-24d4-4473-82c4-c25252816a84,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
b93ce2eb-5742-4873-90fb-3363f4887c07,054884bc-8f96-4793-b40c-72927afda7b4,4d99090b-24d4-4473-82c4-c25252816a84,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
47e4fd91-918e-4d83-b752-3f2c73296fce,054884bc-8f96-4793-b40c-72927afda7b4,10d0f373-bf47-4a27-b17a-133782eca72e,177dfa1e-534f-4b6d-b1fd-1c1021cd0050
31606530-ae73-4f0c-869c-252b6c08d61d,4b8228ad-6a99-41df-9997-68e52156d8b7,c2824efa-6427-4e9c-a7ed-587434ed3088,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
d439fbf6-5a68-40d8-9a18-3598f74ff512,527b7d9e-e276-4166-8407-d1aa633a990e,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
989371e1-0609-43a5-9d5c-89ebd72c0450,527b7d9e-e276-4166-8407-d1aa633a990e,1e710cb1-94c5-4c0a-aa31-5817d889202e,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
