UUID,Subject,Student,Point
592f7fb1-bdfa-46b3-bb0e-07f96348dfb5,69b42b52-2b61-4198-83ae-5bde563bbe8f,bfdcd878-8d63-4ba9-b424-13f12a2e0922,9.3
f0773e6a-13af-4918-a40d-bf237b4d1868,69b42b52-2b61-4198-83ae-5bde563bbe8f,f17dd633-3b97-4fc3-a244-ec89fabf1091,6.2
3f83d275-635c-4409-926a-b75350416538,69b42b52-2b61-4198-83ae-5bde563bbe8f,ae1bf116-c313-42d9-bdcc-0c1cac8d399b,4.7
dddc976d-6f08-4efe-a976-2249dd74c244,69b42b52-2b61-4198-83ae-5bde563bbe8f,dc5607b5-20f8-45d3-9acf-1d9d93e71e0d,6.5
3762f3db-7b91-4453-894a-50c41b97524f,69b42b52-2b61-4198-83ae-5bde563bbe8f,71e34af9-6097-46a3-899c-d6f5b5bfadae,7.2
b9c077f1-bf67-4f2f-b190-ec7fca5511a6,69b42b52-2b61-4198-83ae-5bde563bbe8f,96cef111-9514-4fae-88d4-69323652456d,3.5
45f8e1e7-d0aa-4efb-ad11-4dde2b9f128f,69b42b52-2b61-4198-83ae-5bde563bbe8f,0a43cd16-79b9-4185-9d70-6324b310c152,3.5
66ee93e6-2dae-486b-ae77-d1517f6bc288,69b42b52-2b61-4198-83ae-5bde563bbe8f,036b3fef-3989-48f8-8041-b4aeed2583c0,2.6
f0c07363-c748-4bae-9759-b3f00d2ff0ef,69b42b52-2b61-4198-83ae-5bde563bbe8f,2c68bccd-fb66-4a84-abd4-c2f0a42e511d,7.9
13e17f67-e3da-4e8a-aab3-b000bec9d1f9,69b42b52-2b61-4198-83ae-5bde563bbe8f,a44edd59-272c-4a1e-a50c-9b5ddb71b654,5.9
7c8abd86-7654-4a7b-8a06-f9505985d98c,69b42b52-2b61-4198-83ae-5bde563bbe8f,17e99fa5-1ab5-4232-8e77-e67faf676cea,5.7
19a4088b-8922-4dba-ad5a-62b6696ae4de,69b42b52-2b61-4198-83ae-5bde563bbe8f,269af2b3-2611-4c97-8518-009109b33c9d,5
b5d704b4-ff03-49f5-92ba-b7730055b2cf,69b42b52-2b61-4198-83ae-5bde563bbe8f,7570d1f6-1a73-4b05-b4b8-83a2bb3463dc,4.1
3c796013-dced-4cfb-808c-4f2172c89437,69b42b52-2b61-4198-83ae-5bde563bbe8f,02da202f-6a07-445c-87ad-09ced76f5280,8
aa1cbda8-13b1-4d7b-ab7a-3e9f10bf712a,69b42b52-2b61-4198-83ae-5bde563bbe8f,2d824473-f3ee-4af3-bc2f-129134f272bc,3.5
8267ef3c-1431-4d35-990c-2f9b8115ed89,69b42b52-2b61-4198-83ae-5bde563bbe8f,8faeabe9-ddbb-40fe-a66a-b51b17305f26,6.3
199d3413-b3fc-4e55-8b98-a59ccb017e5d,69b42b52-2b61-4198-83ae-5bde563bbe8f,d4ed623a-10e7-4edc-8ddc-7397fb437858,6.3
f3d2dc60-1ac6-4c5b-8300-5c1b562be4c4,69b42b52-2b61-4198-83ae-5bde563bbe8f,b523c8de-0545-4d94-89f8-1b81aff5f27e,5.9
70758eb2-ceed-41f7-bc27-21fce29ba2f7,69b42b52-2b61-4198-83ae-5bde563bbe8f,e4dbec31-3555-40ae-a391-7694eda3ff5a,3
7880dae1-f6b1-4461-879f-d935ff8e22f2,69b42b52-2b61-4198-83ae-5bde563bbe8f,a03a1de1-79ed-4bba-8864-2dab4863088e,7.7
8e4842d7-2325-4644-80e5-95c1f22fa0ac,69b42b52-2b61-4198-83ae-5bde563bbe8f,8eb9ac36-a9a2-43ab-b544-40c66b22774b,5.9
9e20f92a-df50-4e4f-ae47-e4072a496117,69b42b52-2b61-4198-83ae-5bde563bbe8f,8400abc7-d62e-4325-8709-9bdc5684c823,8.1
72dfdb09-a465-440d-ae88-e14fa59b6b30,69b42b52-2b61-4198-83ae-5bde563bbe8f,b4080f62-4a2e-4475-80c9-fda62c1e686d,5.8
9019f557-af02-4dd1-89df-b66c9132b93c,69b42b52-2b61-4198-83ae-5bde563bbe8f,ed5835a4-bb9e-4a3a-b701-eaaafa162a24,9.7
10008f25-7be2-4f8f-9cef-33396825fee3,69b42b52-2b61-4198-83ae-5bde563bbe8f,1c1ba85b-c1ba-41b9-9e39-247fe9f9f53a,9.4
0e7e57a3-91a2-4294-ad81-57db589afc41,69b42b52-2b61-4198-83ae-5bde563bbe8f,fb97ac52-10a6-41fe-86be-77b0d9318fb5,6.5
7f1808a9-6eed-46ed-9a2b-b89e2886cc22,69b42b52-2b61-4198-83ae-5bde563bbe8f,9b3b950e-2e06-4bb2-8bbd-54f6b325dccf,6.6
9ffb0ca6-3187-431a-9d01-7c240ab44ec8,69b42b52-2b61-4198-83ae-5bde563bbe8f,5b25d7ca-0125-490f-925e-3ba509220bb3,6.8
1ac1af92-7ced-451e-bf58-fc526e043ec0,69b42b52-2b61-4198-83ae-5bde563bbe8f,9dbe07d2-b407-4c30-bd4b-3393421ecb63,5.1
94af88e1-c3dc-47ef-884b-04f3742e917a,69b42b52-2b61-4198-83ae-5bde563bbe8f,3f5dd6e7-72d5-471a-a38e-fbd5627e82c5,5.5
0a1db053-7ab0-495b-a950-84fd9c8a11f7,69b42b52-2b61-4198-83ae-5bde563bbe8f,ff0af7ff-518b-4223-93f3-4701570f4f40,6.2
0a0497ba-e3ac-4e46-9302-d069b2a5f858,69b42b52-2b61-4198-83ae-5bde563bbe8f,59285685-5cdb-4097-8acb-7044b5f1e274,6
45f7cc96-24fd-464e-9642-a67b2ce12fa4,69b42b52-2b61-4198-83ae-5bde563bbe8f,e76a6eca-e1d6-40e7-8136-520955d3717d,5.9
2a600e4e-26d6-4486-a201-4948c8054d6d,69b42b52-2b61-4198-83ae-5bde563bbe8f,7879bc5c-c912-4c97-aa5a-2a80787c8b9a,8.8
be19a538-aba6-4bc7-84b0-64a683083172,69b42b52-2b61-4198-83ae-5bde563bbe8f,3f59c85e-4af4-43b1-be50-f9faa0a7aa18,8.6
022963ba-d4ec-459e-a74f-aed2e1a500af,69b42b52-2b61-4198-83ae-5bde563bbe8f,7e74add9-2bdf-42e5-a61e-c42705f297a1,6.7
c5e6a19e-90c6-48ff-85b7-68a2b92d7aa1,69b42b52-2b61-4198-83ae-5bde563bbe8f,3f847978-422c-4bc6-9ed1-5b6afffec96d,2.5
d670d7f5-c2bc-4f66-bb3d-e2c3acd2e6f3,69b42b52-2b61-4198-83ae-5bde563bbe8f,3db8e586-0c4a-4e31-9005-1a6f4a915d25,3.5
ea4945e7-7486-4496-81f4-da3a456cd650,69b42b52-2b61-4198-83ae-5bde563bbe8f,ea593e36-fe6c-47f5-beef-345825de8e88,2.9
3cbf74bb-28a1-4dfb-9f59-260cca849fb9,69b42b52-2b61-4198-83ae-5bde563bbe8f,d697d633-dc50-42b3-a962-19ec982a05cc,5.1
6982c53f-d5e1-4cf0-9b31-2a8ac56d351f,69b42b52-2b61-4198-83ae-5bde563bbe8f,b7fdb659-9ca1-45be-b6b2-4faa4a4e9a01,9.2
ee73650b-e083-4e78-bd54-45e6321e75f9,69b42b52-2b61-4198-83ae-5bde563bbe8f,7a6994f2-4c72-44d7-8b1f-4a70c643f9bd,2.6
15298049-f9a7-4a7b-88aa-391b31cebc58,69b42b52-2b61-4198-83ae-5bde563bbe8f,86564d22-f853-4d5c-816a-7f387629c9d1,5.4
d240650b-0b22-4785-a370-f542148e320c,69b42b52-2b61-4198-83ae-5bde563bbe8f,43d84fff-7fd6-461a-b33f-a32a192f3fdb,2.3
f4ce95ae-cf5a-4ae5-85d3-3d734731b524,69b42b52-2b61-4198-83ae-5bde563bbe8f,ced9d388-eb66-478c-8f1a-27eb8699df42,5.6
8b4d226b-ba2c-4093-96c1-fd86634c8c56,69b42b52-2b61-4198-83ae-5bde563bbe8f,1c70b29a-2fa8-4093-a547-28564a6586d2,4.7
825bf294-378b-439b-9323-45b52c8cbf5a,69b42b52-2b61-4198-83ae-5bde563bbe8f,dc9139e2-cd14-4f1b-8ded-94e7dbfb6466,7.4
a1a9e53c-3fc9-48a0-a07e-23d61064aced,69b42b52-2b61-4198-83ae-5bde563bbe8f,a5e758c1-f5e4-450f-a687-45d3acaeefed,4.3
dc7bb7fe-71dc-46dd-b9ad-8e0754d07828,69b42b52-2b61-4198-83ae-5bde563bbe8f,1d1f1dfa-b58d-4815-9d06-ada7e4800ba4,5.5
07435e37-35e8-4288-8375-49c2b679f6c8,69b42b52-2b61-4198-83ae-5bde563bbe8f,a9af6e32-3f77-4eac-93a8-334826660acb,3.3
6ef2cd74-202f-4048-a013-96302755b945,69b42b52-2b61-4198-83ae-5bde563bbe8f,acaa72e2-4c73-4e18-9128-1588eb5ac02d,6.3
e2bbf485-5ec1-4f0d-b302-b18f851042bf,69b42b52-2b61-4198-83ae-5bde563bbe8f,f2110870-65d1-400e-837a-d7df08e15f22,7
4b53376e-1a68-4bce-bc04-69c8783da8aa,69b42b52-2b61-4198-83ae-5bde563bbe8f,5c554784-b674-48d9-a92e-cec90ad9bddc,9.3
9e195b9d-ec6c-47bb-a59f-ee0bceebae7a,69b42b52-2b61-4198-83ae-5bde563bbe8f,35459ec0-f935-4c35-bb3f-3e549650a18b,5.1
ae051304-bb00-4b31-acb9-47c27e3162c6,69b42b52-2b61-4198-83ae-5bde563bbe8f,ae1544ba-87ab-4d68-8031-7a43d188aa25,2.3
dffc9e31-9e5b-40d3-a78a-1adddb9823fc,69b42b52-2b61-4198-83ae-5bde563bbe8f,1d3c5f52-0b8d-48c0-877e-cf46e9ae336c,9
9de21ce2-00c1-4ad9-a575-206cd66289ab,69b42b52-2b61-4198-83ae-5bde563bbe8f,3b611dea-c5cb-49e5-9798-bcf41a2b1eaf,8.2
c9868c30-3453-42e2-8564-8c7c34d495c1,69b42b52-2b61-4198-83ae-5bde563bbe8f,da548465-cecb-40ca-8ecd-444fd918b4f4,2.8
68759692-cbaf-4680-8e65-428d7ce2251d,69b42b52-2b61-4198-83ae-5bde563bbe8f,b90c4551-8d25-4282-8e06-2005f99dadad,4.9
667c14d2-b30d-49a6-a743-09db6c74227a,69b42b52-2b61-4198-83ae-5bde563bbe8f,b25e5c84-9a15-44d8-b91f-ec730a51ab22,8.5
9c7c9b79-207b-4411-9d1b-02fb2ff276de,69b42b52-2b61-4198-83ae-5bde563bbe8f,1eb51193-82e7-4c5e-9b47-4187c7365af0,4.8
76728a13-17dc-41ff-b287-bc78f6d99d46,69b42b52-2b61-4198-83ae-5bde563bbe8f,a82c4ad4-c34e-4bb4-a793-c090b88debfb,4.5
06a63a4f-be2f-4cf0-9467-d832d12c2981,69b42b52-2b61-4198-83ae-5bde563bbe8f,ebb80829-194f-4f31-ac68-711dc524f8c5,5.3
d896acf6-d435-4063-8a22-d808c88b71a1,69b42b52-2b61-4198-83ae-5bde563bbe8f,44e2face-66ee-44ae-995c-4900845e13ee,2.1
3268c551-0e3a-428a-adeb-980caf3bf48d,69b42b52-2b61-4198-83ae-5bde563bbe8f,7a941cf3-1b13-45cd-afdf-88cabe1392c0,7.6
2fd67979-8358-4745-b464-6adf89f12156,69b42b52-2b61-4198-83ae-5bde563bbe8f,a19a2858-f1e3-4cb6-9ac4-824aea90ae15,7.6
14836c9b-8bfa-41bf-9901-07522693e820,69b42b52-2b61-4198-83ae-5bde563bbe8f,15aea499-8982-4537-af32-075c49befad7,7
6ad0da6b-2711-41e7-946e-a1a8d4e11e6a,69b42b52-2b61-4198-83ae-5bde563bbe8f,c5378ddc-a8ec-4276-9696-aa2f87fee91a,3.1
7629c544-e093-4a03-8734-7ed547e2d2cb,69b42b52-2b61-4198-83ae-5bde563bbe8f,933e5eb7-4784-43cd-a34a-b46472d2507a,7.3
83684833-7d37-47d8-832a-51272e766ff8,69b42b52-2b61-4198-83ae-5bde563bbe8f,cf46a4e3-ea39-4a7f-9c7e-9805f63beadc,4.6
e9466a19-4cf1-4a4e-9a32-cf8e5bdaea1d,69b42b52-2b61-4198-83ae-5bde563bbe8f,e61392be-fd6e-4a4f-b5d0-c806109a16a6,3.6
664bb300-02a9-4d38-92b9-e5d7f9512b58,69b42b52-2b61-4198-83ae-5bde563bbe8f,f26e3414-f31b-44b3-a605-8384a130ec8e,2.5
bdef412a-2098-4537-98d2-0a64338d3ee2,69b42b52-2b61-4198-83ae-5bde563bbe8f,adedcf63-456d-450b-a824-95fbf5ac0785,2.7
3985ca11-1a9c-4e82-ad80-0401063781f4,69b42b52-2b61-4198-83ae-5bde563bbe8f,2bc40667-a5cd-4d5e-b509-f681bd3b9ad6,5.8
47a43533-cfc1-4460-83c0-98352fecf1e9,69b42b52-2b61-4198-83ae-5bde563bbe8f,8a5eb23d-6b43-410a-b7c5-0325b8b623b1,6.4
7476d782-8e36-457a-b07e-4bd8765fa78c,69b42b52-2b61-4198-83ae-5bde563bbe8f,d59a499a-7b73-4bc1-899c-7076c99d5a81,3
21f333e5-6369-4222-bfb3-d7e80e00f670,69b42b52-2b61-4198-83ae-5bde563bbe8f,08ce4f03-04c5-4365-b986-881a0b30924b,2.5
32970be3-a9be-4003-817f-7419a4520a96,69b42b52-2b61-4198-83ae-5bde563bbe8f,7f72d727-9298-49e3-895c-d430d78f17dc,3.3
