SubjectUUID, StudentUUID, Grade
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f2b67736-f893-4c3a-862f-e44d4707029d, 7.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, db4009d9-9e7e-469c-a126-353f4d2a3ca8, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 8f5cd8bb-ad61-4c80-a673-31f6d78b1896, 5.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, aeee2322-f399-486a-8def-4ddfb1aa78a2, 6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 07a26cf1-d9d8-4e99-b9aa-eb7392346f8e, 9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f2460c52-6542-490d-9127-85add0c19170, 9.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 1189176c-5be2-4c1b-b0d0-5265b3efec42, 3.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f184cee7-6124-4298-8a2a-5c21e1ad5a22, 8.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e991b3bf-4dfe-45da-b48f-d0f725b6e78a, 5.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, df1c297b-84e0-4bbf-98d1-17b7cf49b40f, 8.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, ef10b7a2-ccce-4fe8-b960-1aa1d45aa20d, 6.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c2555550-374b-49a2-9854-bef9dbd05bed, 7.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 915faf67-0143-4a61-9e41-e49ccf720cb0, 6.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4bd00fd8-ded6-4b20-87c2-48d922084a4e, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e4732e3f-58b6-4d5a-9474-ce528d02f7a4, 3.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 39598a74-76d9-4819-8f8e-f371a7e76e40, 8.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5b45a915-928a-402f-8e91-895c45dd36dd, 7.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9b78e638-9b6e-497f-a9cb-88e3ac69de0a, 9.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f23e9be8-5d48-4cff-ac84-28de11d0b95e, 4.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, ada00efa-b51e-400c-8aa1-ab924b7667b7, 2.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 49bbb02e-dce4-4f50-9dbf-ec229156ea42, 3.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 08018eaa-b166-4d71-b485-12aceaf0d003, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c3799584-703c-4b06-8128-c028132399c6, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4289c41a-8928-4794-8388-8064474b2035, 5.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5630acc0-e609-4bd3-8b90-329fefe30a78, 6.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 268bedca-a13e-41db-bf97-b1122fe44d34, 7.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, febf7c71-12a2-472b-ab25-c788c8c9e8a1, 3.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 7dbce414-2ded-44e9-9bdb-8b71774c1ecf, 5.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 8ca1a631-d76f-467f-a1d8-3501ad8c3179, 9.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 722c3d98-3dcd-4982-89ed-149a894ac405, 2.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, d4961608-ce2a-421c-b87d-84529aefe232, 8.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, ca5ae241-94c2-41b1-996f-d51a7d2b1ca8, 5.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9069e968-be36-4e59-83f4-6e9d6c48354f, 8.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b1afb56f-1723-471d-a4df-5f4bfdc17fb9, 5.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, a8d2a953-55ef-4c74-ae96-20a04521889d, 8.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 6b590738-1abf-41f8-bf3c-adac3cc92603, 7.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, d4051e49-485f-473a-80bf-017f81a17da1, 9.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 2e6be47e-57c7-46b3-8a9a-7235a629e448, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5a66f580-afdb-47a3-8b83-27bcfea3a11c, 5.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5a9470d5-9962-4ee4-b04a-f726cfcc7f97, 7.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 949bd324-9590-4f33-b195-d8d6c80fc2f3, 5.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5e522339-ca90-4a59-a510-6ffa0a9f5499, 4.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, a444d105-7817-4b24-9189-92d733cbb75a, 7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 2ff62596-4004-47d1-b100-a49f02a3ff82, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 86e1b92a-4973-45f8-ab81-33d1f65094d7, 4.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 1856395c-55fe-4329-a18f-f86c87d4a118, 5.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4253f89a-eaf9-4d7f-ade7-d30d3c199182, 8.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3e68931e-a23c-4336-963d-ee510dd6ce19, 9.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, d3c7b858-2fd8-44d7-a6cf-637bb8c19bda, 2.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 32388d54-4a67-4749-b85c-ef5550637c27, 5.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9cb40c08-9e82-451c-90ee-84f7b5c5375d, 9.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 0ff1a201-4c79-44ae-ba64-8080a7c24e70, 9.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c9714b9e-4d7e-4ce0-b6f6-733272927d71, 5.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 999833df-7582-4036-8641-9454172dd90a, 4.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 61566984-36e4-4f34-99f0-090637940f58, 3.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, a3dd6a33-8b43-4879-8c9b-f9a1eba1683e, 3.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f73c370a-5212-4653-b62f-03daf0eea747, 7.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, be568463-7cab-485f-a8b1-6f0193e7ed57, 8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4845da68-cbe9-4496-947a-4ec13cfaed5d, 7.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9fb7dc91-4965-484f-9159-88d0268a414a, 9.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c973782b-8954-43fc-9e16-6b4734c52203, 5.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 6b6de59c-af93-40fb-9143-dedfd25b86bd, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 539797bd-758a-4e4a-a89c-fd1ffc90c993, 7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 52de35c2-c087-47e0-a65c-0c5da77527e7, 2.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, db7a78a2-77e5-4779-8a0c-cb155e11905a, 7.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 0e159abe-0a7b-48d8-9311-76a0269face9, 8.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f06e1d78-911c-475b-bb7f-13933b873248, 7.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b8788efd-c5a1-4117-b411-cc645c2ca5e4, 9.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5bea0373-fc25-4fff-a8f8-4174da1ef056, 3.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 035edf8f-8919-47d2-afb1-51b1b7d2d8d7, 3.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, fe70c761-5a0b-42f5-b742-af0b1c113d9b, 6.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 04f67ac6-922a-42d8-ae83-ef0fe65243d0, 3.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 347ac7fc-963f-432b-b86c-65c257b986ef, 3.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e94b936d-ce95-43c3-af61-5be174b6508c, 5.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 0c995c70-e422-475f-b3cc-bd8af27d4725, 4.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 41466d7f-ed19-4c8a-88ba-e636576e7afd, 6.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, d8fccf2b-61eb-4404-84e9-4dc78f8aa9db, 4.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, cc02a363-1324-4f27-a1c1-2572203a4f55, 6.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 0f954e1e-d7b3-4e24-8ed2-c34dac7d75e8, 9.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 2cbcf376-5146-4407-bf49-905fce4ceaf7, 8.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c77d3eaa-f768-41f8-acde-63e2003427c7, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 15249ebe-9e31-4504-a98c-e297e6205afa, 2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, a1f5dac1-2ca2-457d-b663-01e5df6095c4, 3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 850b303d-8121-4916-94ea-aeae5b4159d5, 3.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c8f84c22-803a-4b1e-8af1-be8da368e507, 9.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, ebce55c0-9f20-4e93-bd2f-ea13ec4c482e, 7.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9394274f-ceb5-4d0b-aec3-020e4c4c3766, 8.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 772cba23-6aa2-4eb1-b601-dcef89c3ab78, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b37d0e7f-fe78-4634-a283-3cb7eb6dc919, 9.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, fdb81405-0bb7-4a47-9259-9095322b5370, 4.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 1e81a8a5-1574-4385-a407-4cd7dd13491c, 7.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 87314b4f-8f92-453d-84db-63d2a25ce7aa, 9.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 19574b37-51bc-4510-a6be-d7e6a9c485b8, 4.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 6757190b-31a2-4987-aabd-39c6a46d41fe, 3.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 98c783d6-947f-4f3c-8f72-681656d44a85, 9.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3b33ae92-05a1-4879-b52c-910f5256a285, 8.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 2b23e4f6-d269-4167-89da-1b32ca526270, 5.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 14ac57ca-3829-46a1-9e63-38788b3e792e, 4.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 7761acd3-7df8-4624-bc73-44f8fd54c3c6, 6.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 6d15bfc7-fae8-47e9-b094-0b3e41c243ee, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, af2aed6d-909c-4d72-bb50-b14c314e6233, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 34b06e1e-a9a3-4762-9466-ed85eac2b6be, 7.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 98682238-e941-4930-a79f-25b92e734a7e, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 79dfc8b0-119a-4177-8371-1c3158b0a663, 6.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 31dbe817-9e44-4d32-9036-f796dfba3c5f, 6.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b9c70b46-9f3a-46bb-82da-7773cc71e12d, 6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 786ed492-7931-42ba-87cd-fa16575546fc, 5.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, d5c86bb4-9f85-47d3-8a01-92c750b0252c, 7.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 35891a47-9e6d-43fb-85d7-e7ebdd0f6ce0, 7.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 91e3367c-5221-48f4-a3f3-25d70500f1b4, 4.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, eb6fff8c-0159-4e66-9d42-73ebe4617214, 6.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 30379bef-0123-4519-b555-b6bbd9b62065, 9.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, cbf6e352-ecbe-431d-a070-9ad6a2723875, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b445a860-2aca-4460-9cdc-9edadb8bcfac, 7.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 47035b13-e541-422a-96ae-a1b7ae531a2c, 2.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 599f6618-2ba9-4b7a-a625-9f5d4e89c3bd, 3.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 2eb7c757-a403-47b3-8858-691b4fd9e6a6, 2.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 43b777cf-a12f-40ef-a982-085a666ea19d, 3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 67f8fe62-6700-4c79-8f47-5a12dcad095a, 9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, ababbb36-06da-4789-8280-6951a045a5c0, 8.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 588253df-ee10-4b82-bc4c-eb2004e28fb4, 7.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 1db9aa85-abc1-4a4f-920f-e4b02b272402, 2.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c1b7e491-304e-4a79-9db0-efb2b0014ede, 7.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3a38ddf4-e8a7-4365-b0e4-bd5061bfdb36, 6.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, cccde22e-5821-44b3-ab55-4be184db4f8e, 3.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5d248f4d-8c98-4df7-956c-08da927bce1b, 4.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 0e0514bf-220f-451b-b73a-ae4a809b2ed8, 6.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 008e88c7-f2c6-4195-9c3e-e800f523d508, 7.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 61c3368f-1fd6-4cfc-b760-6bb2e9a2ada0, 4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 42452efe-608c-478c-aca5-208418128542, 4.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, be23ca88-f63c-4a95-b703-f2f98638d965, 8.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, cc09314e-6135-4216-a3fc-51856e069670, 8.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e45f930c-5c18-47e5-b169-ba2a0fee850c, 7.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 05c0bc50-49b2-40cc-86e4-94ea05e3b49e, 4.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 617e7d30-e848-4696-bb6c-4fe8a9488d30, 9.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f3aea207-c2d8-41dc-b56b-c3a2bf25f4b0, 7.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 93f930ff-be8c-4b5c-bb07-931e3a3c60a8, 4.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4e91b87a-118c-47ac-adbf-2f9f44ebd797, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 90b98245-ce75-42f8-9c9b-8c31de8b033d, 4.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e5e9a46a-057f-4266-a0be-a7da527c9f61, 3.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, bff9ac30-4841-411f-b301-388d5e1b4633, 9.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 6d49e0f5-088e-4175-b9df-706b9b261a3d, 8.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 50bca022-48c0-417a-be29-4930742e1c79, 4.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, a3885f9d-6514-4299-a593-d34c3431e8d1, 4.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3526c70f-445d-4337-82b3-a1552e2f4aac, 6.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 84a1c40b-601b-45d7-86e6-81986f86445b, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 28bab7a2-d7dc-4696-baee-f334bf56a694, 2.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, f61a269a-dfd8-4fbf-831c-fe53f754b542, 5.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, cbd5d5ae-74c0-45de-9e98-aa57a7471bc1, 9.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 81057e17-62f1-4a16-930b-94504fc36fa9, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e93d0593-de7b-4ddd-afe7-ea6ac21bffff, 5.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 271ca20a-5ff1-49cd-a43d-1f52a5cbf2a0, 2.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 05ad9892-6ac5-44fe-8967-cfac64862dfe, 3.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 36efc472-d58f-413e-a304-e59215033fe0, 6.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 7e96d84e-b563-492d-9a01-e201bb53cc3c, 4.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, da49c446-2b9e-4259-adeb-24f53048caa4, 3.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3afebb25-7846-415c-86df-c82332192af9, 7.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, cd864ad7-ebb0-4b50-92ca-170258698739, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c9de839e-a667-4d80-a8fe-45f10f9afcd7, 2.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 7dfb6d3e-76b7-4757-bfd8-94bf789cbaad, 10
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, dd6ceca0-c2dc-4a0a-ba37-bb71e153be87, 7.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 661f64b1-f48d-437c-8cb2-26bd48f5d49c, 5.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 23314fff-2545-4d72-b7a9-291b5ed48994, 3.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3284ff47-ffb6-4727-a399-f7f4e919385c, 3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4e79c5e1-aed0-44be-b4bb-506627af0468, 4.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 1fea479c-3bd2-42f6-8325-7100683759d4, 5.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e4450ceb-7d30-46a3-9c4f-6ad21a04ae87, 9.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 34e1afee-0ba6-4f3b-9eda-fc2d29f11192, 9.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, fa7dc456-5eba-4b24-9463-bff37e823b5d, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b3e242cd-3939-419f-9606-33cb1be60eaf, 2.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b4a6f1bd-baad-4862-bd95-4a1ec6ab36b4, 6.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c23f18f5-5291-4b15-9715-3d58adbc2e52, 5.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 1cede2e6-152f-47db-bef5-d2b40f23b75f, 6.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 692fb58a-60fa-4acb-9f91-22b3570d30f6, 5.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 74ac8f6a-517b-4f80-8abe-78e3afdf4013, 6.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b07b7c3d-d6e2-4558-a11a-522fdb793f4e, 6.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 60b65b4a-e326-4f11-9ad4-50ab8d8ff33a, 6.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c2cee400-105d-409b-a01b-b089c0461fa9, 2.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, d4df7431-7985-483c-aa95-225cad3a8ee1, 8.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 778826c0-6f00-4515-ad39-0f7b93993cc4, 4.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3e1cfbe3-a49e-40e8-bd9b-21efac229550, 10
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5ccbead4-4864-4db8-b688-dbf2ccd986c1, 9.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 22c201c4-2118-4691-b6c7-920561960455, 6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 96eac33c-2c56-4515-9b6a-8d5d16c86f9b, 6.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 25e20d15-c4d8-4c5d-aac5-999247c7a1fa, 6.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, e75798f6-efa0-4d4b-9976-8accf4e731ac, 5.7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 02b06706-68b2-4203-a270-80e5019f319a, 5.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 7f6967ca-19d1-4aea-824d-3b1851b9a96b, 9.1
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4ad68007-ce5e-4fa0-b210-c68988a14831, 8.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 462c1d7e-5a96-491c-8da0-ede56cadd9d5, 5.5
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, a9e5804e-eb97-416a-8b50-ae211ce815f2, 7
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, db1061cc-07e7-4b77-89ac-460e10c20e00, 5.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9fe062cb-961c-4ddf-8696-6344c7a6bb8e, 9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, c8662d0f-b28e-4304-92a8-2a58b5d7e5c7, 2.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 5857e6ad-8538-4095-a78c-e771f5068745, 3.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 0c9ef451-01f2-4da4-9882-ed81b20aa702, 4.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, b3a7246f-9187-4d88-adf6-2562e39b2d0d, 4.9
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 6e1f5cb7-61d2-4e89-b12c-6786c6bfb949, 9.3
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 8f908afd-1bf6-4fc6-b6de-e5e1e512c02e, 8.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 3ea454ae-5558-4a79-a017-1cefe8645bf0, 8.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 08ebe429-6ee9-4b23-94f5-b88551640987, 5.2
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 43874696-0a45-4c86-8b12-91992a708d7f, 8.8
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 9b6c106d-727f-43ae-8f76-e465ca8804c9, 7.6
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 042e5925-3a83-4ace-83b1-c201861f67cc, 6.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 4bf5fcd3-9ed5-4747-9143-e0813cad72b3, 6.4
132105f3-a5c0-4ffb-a8d2-7da4ba68631c, 7b81bdc1-b06a-4460-ae69-7bad4aea32a9, 7.5
