UUID,Subject,Student,Point
d84a333f-21a4-4100-b4f1-ca6054bf3023, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 5d9c8ff7-b144-4a28-a150-37b1cd96a963, 2.6
e5737ed5-ed28-4faf-bdbc-64ed78553ced, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 2ea7f73b-1895-4620-987b-0364905c902d, 8.7
f71ba1b5-35b8-4d20-b4c8-605573cc403e, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 3ac5cd5b-a191-4198-8b6c-767cbb7fd699, 8.3
cc7e30e4-6a16-4295-b8fb-4eecbca4ef92, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, b04df1ce-b85d-4596-8726-e126290db150, 4.8
f2fb836d-2c9b-4e9c-8a8e-d92cf40d30fa, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 8540c456-7aa7-4ddd-9b68-d9c5b769336e, 10
edb2b88e-8788-476e-952d-389a4085d905, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 17f6bb69-f88a-4cc9-9226-4f35315d3075, 2.6
cbfffb5a-b5c4-4934-82cd-94892e7e03c7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 80487c7e-94e3-45f4-893c-302b40b0679b, 9.5
a9529ae7-f80e-4f8a-b36f-011d1eaed01c, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 4754aba8-30d9-4659-9cef-45da1ba7b422, 4.2
c1badc9b-a3e7-4c67-b416-9723bcc2bf62, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 19ed17e0-428b-4a26-8a06-951969d287e8, 2.5
0b1e5ae0-1094-4cf0-8f11-9ad8a621e217, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 07daaa4c-6d28-43c9-a051-af68208ed8f1, 3.1
fce361ed-2f93-403b-8817-532775669c6f, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 3bc1d737-2761-462a-a55a-9e18498daf83, 2.2
181a1241-aa2a-439f-bf2c-f304e7a4c498, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, b59a4142-0d13-4e7c-ba9e-f54c1722c34a, 5.3
6873ce1c-0601-474f-8987-3c1d3ce7ec69, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, c2cc2491-b603-48de-aa05-d42dc5f3cfbb, 2.3
154fcebc-c870-45a2-aa82-7c126fea385a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 0c110245-6399-40ad-af8a-a60ff3502a7a, 4.2
1df340ac-8a2d-4ef6-a453-16d550e548ad, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 793f1226-881f-4db0-b9c1-4c8226ee1016, 6
17567738-9120-424a-ad3c-d9099f1c1588, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d94fbee3-d1a0-4566-8c04-a83de3fdac5f, 6
580fec9c-1b64-4205-9ed2-0b2715d4616b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, ad96abca-e684-4c18-ad1e-8be9a404ea52, 10
2218b8ff-5601-4fd5-b8b0-578862604e0d, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 87bb515f-0be6-4976-b08b-d49291404296, 7.2
c03ecef2-9bb2-4ad3-9690-0c62f3bcab81, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 0e72f6c3-0d35-43cf-9f40-6a0233cdeaba, 2.8
89852646-c3f2-4ee5-827d-97621356eaff, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 7c45483e-8d0f-4099-9ac0-5716616f05da, 3.1
de6b01d4-a7e4-4d5c-ae0a-f5bc608e5bb7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 4016a8b3-c5d6-48f0-b4a3-42d922d88eac, 5.6
25c05150-0477-46e4-9836-e08151aa2db6, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 1b580fe1-cfbf-4a12-92a4-d64d6d800d24, 6.4
a1d0f66b-50cd-45b4-8394-06a8e7e922e4, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 87d4f78f-4a57-4d7f-8017-1af763d37515, 6.1
d558a506-554f-4ec8-8bea-80c5f630ad81, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 8486955b-bf26-4c91-bb10-b84c149b610d, 6.1
74c38c54-f9b1-4e78-8293-70ae38ed4373, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 732311ae-021e-4620-9a15-d49aa7c80449, 5.7
f918f301-3dfe-4494-8f4a-9d07b3aa575b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 51c8f0dd-1784-4e6e-9274-de23311b48d4, 5.1
72ca0bea-3a9c-4a1a-bddf-a609650dd0e0, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, a385f065-e001-427e-80de-a66825694cb0, 3.1
e678791d-8b99-486a-aaa1-c499d3749ad2, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 7dbef91d-b18d-4386-8872-d1f7c643d772, 7
f1828314-87de-4c07-b313-39bb2da22bed, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 859f46ce-789d-4dd5-86fe-9776cf0585f2, 6.1
e2467dcd-3aa3-486c-a51b-60f60b2bb09a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 0307ac5e-1c55-42fa-ae82-d0f125f11ff4, 4.1
71d9cab6-6174-4e99-acbb-bf69f2600e1c, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 4f1662ab-40ef-4849-93d9-ba37216165b9, 6.4
824bccab-fbff-4c02-b542-465db38e432c, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d6ed747f-87ed-4b47-b044-03ba2eeeb778, 6.7
55de1643-dec8-4548-bf05-7e9c6846dfcd, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 1da31407-aaf9-482d-b24c-8fae35f2c072, 6.4
f7b72ada-a640-4407-94f7-5c30bc347798, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 8cb18e54-bab6-4df7-b4d6-1a771830905b, 9.9
6f1068c3-2ff9-4648-b392-553c72fa0451, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 6e486b76-3a99-4e23-bc78-cab8d61324ac, 7.7
6485b209-3441-4ac5-a4a2-4eeb4d885208, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, bbf37b68-fe60-4da0-84bc-94a7f87da03c, 5.6
d66cebf0-e322-408b-acb1-3f5722d90e16, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d56e9200-4cff-4bcf-9852-206bcde12190, 8.4
21b4e597-8fca-4054-8b21-b78835ff7790, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 2adcbaea-094f-4a4d-87e1-710b4e9bf6ca, 4.7
7db8fa02-0e77-4c76-aa55-13394c1c51e7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, c2b77930-53ed-42c7-83bc-efcd04d94c46, 9
323d9e5d-3f26-4643-81f1-ef1381d136a8, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, e71e841a-36a5-4a8d-91fd-727f9d0ec187, 2.5
cfe57bce-e35a-4c39-b3ef-48f2ba4c94f0, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 065a0ca4-cdd9-4531-8d64-9a4856a6f5b8, 10
2b601091-2162-4c48-9593-20b866b7fdba, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, fff8a0c9-7eb6-4394-a96d-c5570dc28682, 3.9
12e3993b-f9cc-4825-8f2e-8422eac66216, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d8662c73-3633-4f99-b336-f3af81c5e3c3, 3.9
dfcdbdf0-5117-4dd4-98cb-3779bbdad1a5, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 1b003be1-4775-4f56-88c0-0e81eee96a89, 6.1
f9076c2d-aeaf-4d0c-a8ff-0a3b62a0f3d7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, b2c7e37d-a4aa-4eaf-a396-4be36d537d59, 4.3
25aeba21-89ea-4a86-8848-d8aa0e12187b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d18b41d2-5430-4e19-8754-322460593e7a, 6.1
45ae843f-9a6a-40cc-9d41-f85daf7d12c9, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, f0aeab7c-ada2-41aa-8356-c3e3be46195c, 2.3
5e9049e4-64da-4714-a4a0-dea4272dbc67, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, efa20862-52f4-4760-8a07-7adffa544016, 2.1
50d54076-de1f-428c-8125-e1c4603f4c28, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 848b167c-e775-484f-93f6-7ca20942bf39, 4.6
0cdf4121-0e12-4906-833f-460aa905361b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 6cc568de-eda7-44aa-9af7-276f25e97755, 2.1
cf19bd9c-8c77-42b2-bda2-2ae01b12836a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 31ac511e-f6f3-40af-bb6c-2b526a977a70, 2.1
45d75ed8-e614-48e0-b457-4ae60fca179f, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 59356428-d233-4be5-b308-291bc00ad4b2, 6.9
94aa527e-b0d9-4cc6-8c53-335902478c63, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 44561858-d382-494f-a6d1-d7d83c7a6f02, 6.6
52188107-fd3a-4ad8-8a4b-4ff2a999fe2a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 900852f4-2b84-4167-9cb1-35f276a55a9c, 3.7
3358411c-d704-4fa9-bb04-e91eed62721f, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, ccfc95ec-ef6b-445a-87f0-dcd481da921f, 9.6
e3b02b3b-3538-45bb-97a6-4eaed942c91e, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 5e1073b1-4f07-4703-8bfd-cd60421474af, 4
d1565f08-00eb-4f8d-997e-26cf710d073a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 823d6e48-730f-457b-b07d-5c697e47a0d0, 2.3
6e5137c3-3669-42b1-b7b9-57aea54987a0, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 49efe78f-fc06-449b-90e7-552a3285dd5a, 10
2021649b-de79-4e1f-94c3-30a944629ca9, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, b461a59c-55bd-464b-9e8d-6fa85b755600, 6.9
3c879235-f7e2-4b71-852a-b4e990ef7639, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 255b03ab-3b3d-44b4-bda2-2efc307a13e7, 4.6
709b91ef-3b08-4359-ad7c-a71343e0f8a2, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 571ffd95-fc3b-4775-a65a-3ae91909a278, 7.3
26f04a06-e116-4262-a63d-cbbb3e98b385, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 8f6e9c6f-378f-4ec4-bfd9-70973b544aa4, 2.2
7d666e6c-c23a-4dfe-a963-ece6afd4125e, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 6306b8b6-3698-4046-adfb-bb25197c4c0a, 6
950a3735-7620-42c3-838d-76bcc36a0fa7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d9d277c3-6def-4325-8f41-4b7a9e0b74c9, 6.2
07ee0bab-8cd6-4fa1-bcf2-384f3b9ac29a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 7c2df186-3724-4dae-ab8f-073145ca828f, 4.5
bbc5a163-b168-4058-a67f-2e464d26094a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 9587beeb-7656-4233-9a78-1b9c12aa5a79, 3.3
125950b9-afec-47dd-8eac-23f7a3a56c29, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, cf91a213-96b3-4406-8eee-648839654380, 6.7
9d63f34f-d545-4c66-be95-9dbbc2d043aa, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 8307dbfb-e2d0-4509-aace-670860a4852b, 8.3
ee7ddc7f-165c-41d6-a78a-f603bf330546, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 4827ec93-982c-41a8-bc87-d3202ee87c43, 4.3
767c590f-1553-4073-b705-5bd58876eb4e, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, be0dbde1-de97-4bfd-99fc-966f53a2adf8, 8.2
619c79b7-f82b-4808-9490-21682386cc86, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, ed549cb3-133e-47a4-9395-e696c208a99f, 5.4
91fcaa7b-0f12-4a67-850c-5d6fface3d78, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 1323d777-6881-4879-aac1-14ddbfc647c0, 5
a09f0b94-4218-496f-9934-14c2bb7e7601, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 3b34a54e-b5a2-4b53-a069-a7da84b4b2bf, 6
79035af5-782c-4621-a2e7-b84cf956f154, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d4e3172d-0e5b-47ca-b014-0ec78c0227d6, 8.1
e4541917-bab1-40df-bcc9-e57ef28870da, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d4daa114-44cc-459a-80a5-dc1386a8fadf, 9.1
85ac4985-e638-44dc-aed0-88138fccf08a, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 207164ea-f49f-41df-acf2-dc660a15ac2d, 9.6
16fb8695-1aa8-4e99-b02a-0c136679d1f1, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 74d4b6f4-c84f-4554-a8a9-25eda7ed3b48, 2.2
f218ef3f-157f-43c1-86ed-309d709e0d7b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d89f9b7e-a2ae-491b-9cb1-a88f2884657e, 7.8
601b0bcb-022f-4819-a86a-429bb6ea66a9, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 9b0eea6f-e31c-4953-b41c-dbbe01ed2c75, 9.6
a5a27ddd-ec87-492f-8abb-96ec7c9d7ec0, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 87f15d61-8b0d-4bdd-8c91-1d8383bbde8f, 7.4
ddbf147e-ef43-4a21-860e-b85eab8253b2, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 75bf5700-1c9a-40f8-b3be-3cd31a49caac, 2.6
4cbd5153-d721-4760-a1f3-c70d6f331059, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 9eb74bb2-e429-4a0d-b44a-8441d9cb7c62, 8.8
1b9beb86-0789-4e5b-9f1e-158c9471a5bb, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, f0d1e0ca-6d91-4fb0-a317-e72ef5bb526d, 2.2
7d92b6e8-ae65-4f85-89bb-0bc3fd1183fc, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 8f5df881-f824-430a-bba3-665fa5da0d46, 3.7
d09dd368-6829-4acf-9e66-aa11ea1a8e6d, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 90c5dac0-9e73-4178-b9c5-3d52119ca92b, 9.9
b441c668-8d3d-4c5c-8ab2-6b50a9e021f7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 33fe7962-4c76-4ecc-965e-d4627a96e627, 7.4
240557ef-735b-43fc-b116-ce0943248f29, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 12bd8ab6-04ef-4675-a44c-4c37daf9819f, 8
caea8e57-9896-48e3-a547-9c48460c6c33, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 3fd986ef-791e-4124-8cba-90a0881d8c5c, 2.4
2e3ade24-cd45-4cfc-a2b7-4caa3f0410c6, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, ef841474-1661-46b7-be0f-5f2016d12168, 8.2
d5b533d3-92c6-47b3-8716-59db0aaa08d0, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 4e262a5e-47f7-4302-8168-bac04b4dec97, 3.5
2cd49a34-1ff6-4457-b44a-b4b3c402ce90, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, fce3899a-f2af-4362-8fdb-98cc99b48cc2, 3
c5446e68-253b-4feb-bd8d-ccff43b4b532, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 924e645d-9acc-43a4-823e-1957496f877a, 6.2
9c251de7-dcd2-4eab-a752-0eb290f84ce2, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 7fc4472e-455c-42d7-a16f-2fd2607d8841, 5.6
063876d8-d612-4e6d-b458-dc45e594c2b7, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 3eed62b7-dba2-418b-9f1d-bc4e1e6a73be, 4.2
1ee00a59-2418-4693-902c-2b36952b9c1e, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 5b876ab6-db1c-4aa6-bc7e-b1178063f28b, 3
54efa2b8-6514-4f40-a04b-df7975d947cf, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 48179544-b091-4bd3-ac9d-a14d5fa79217, 7.5
291eb144-3f76-4db8-9969-77aa9281f6f0, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, a49993c2-e498-4a84-b1dc-d11ef52b3a62, 5.7
cfbf5def-41a8-4cbb-8e40-1a0d6018d3cd, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, ea5f7c95-3551-4b68-8d5b-6852dbb0ea02, 5.6
dcb601dc-b669-4385-be35-b23f9c773b31, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 5f90a87c-2952-4172-8101-2dd2efe016ff, 9.5
d9774084-522d-4edc-85db-240ea86fd631, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, e881be88-3a88-47e9-9280-ea520bde72ef, 8.9
abb3d233-d308-46d4-a7e6-740f48814d8b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 6c8c9f28-4d9d-4a57-b834-68cd5dcebe54, 7.2
0e2cecf8-5158-451e-9d15-c3bb45a1e724, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, f57fdac7-b213-42b1-8677-b8eeac024ba3, 9.9
6bf253ac-cc0b-40c7-b18c-231aa83c7e76, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d81bff16-7810-4b65-bf79-95d003309194, 5.6
742670cd-8c9b-4567-bece-066d7c6c82e4, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 92db40df-6cdb-496e-8394-6ca584006dd0, 4.3
cd560768-e311-4523-854f-8d22c8478a8b, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d2d6cf93-d707-4ac7-aa9f-34bf4bab9486, 4.5
0aa86026-753f-45d2-86c4-73d05115168f, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, b448acb8-c28b-448c-8c16-99ea3817c3df, 4.8
cedc6819-2198-4f98-8c22-283c9ef9e144, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d8ee6542-2aaf-4667-84b5-4867fbdab36d, 8.7
c29bfee7-f99a-48cf-ad16-799f3a7a4d70, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, 225b011c-f356-4cb5-9b33-fb6877e33156, 6.3
c262228d-d723-476f-9c2b-5f84cada10a2, 6a0c92bc-878e-45e2-84a2-22d41ed4ff07, d033eb7c-cf1d-4368-8f53-c31db01672c5, 2.5
